smiles code,active ingredient,salt,relation,assay value,target disease,protein target,treatment concentration,treatment unit,exposure time (h),measurement,type,model type,description,dataset,ASSAY_TYPE,ASSAY_STRAIN,TARGET_TYPE,DOSE,timepoint_unit,SUPPLIER,ASSAY_SOP
O=C(Cc1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,O=C(Cc1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.36,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(Cc1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,O=C(Cc1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.82,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(Nc1ccccc1)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,O=C(Nc1ccccc1)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,.,= ,0.0062,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(Nc1ccccc1)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,O=C(Nc1ccccc1)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,.,= ,0.024,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(Nc1ccccc1)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,O=C(Nc1ccccc1)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,.,= ,45.08,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
O=C(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.068,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.16,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,61.43,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
O=C(c1ccc(C(F)(F)F)cc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,O=C(c1ccc(C(F)(F)F)cc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,39.91,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
O=C(c1ccc(C(F)(F)F)cc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,O=C(c1ccc(C(F)(F)F)cc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,0.27,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(c1ccc(C(F)(F)F)cc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,O=C(c1ccc(C(F)(F)F)cc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,.,= ,0.082,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=S(=O)(C1CCCCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,O=S(=O)(C1CCCCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,.,= ,0.018,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=S(=O)(C1CCCCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,O=S(=O)(C1CCCCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,.,= ,0.038,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=S(=O)(C1CCCCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,O=S(=O)(C1CCCCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,.,= ,61.29,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CS(=O)(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,CS(=O)(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,.,= ,0.724,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CS(=O)(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,CS(=O)(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,.,= ,0.444,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CS(=O)(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,CS(=O)(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,.,= ,0.39,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CS(=O)(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,CS(=O)(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,.,= ,0.85,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CS(=O)(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,CS(=O)(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.68,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=S(=O)(C1CCCCC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,O=S(=O)(C1CCCCC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.42,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=S(=O)(C1CCCCC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,O=S(=O)(C1CCCCC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.92,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)c1ccc(S(=O)(=O)N2CCC(NC(c3cnccn3)c3ccc(F)cc3F)CC2)cc1,CC(C)c1ccc(S(=O)(=O)N2CCC(NC(c3cnccn3)c3ccc(F)cc3F)CC2)cc1,.,= ,21.85,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CC(C)c1ccc(S(=O)(=O)N2CCC(NC(c3cnccn3)c3ccc(F)cc3F)CC2)cc1,CC(C)c1ccc(S(=O)(=O)N2CCC(NC(c3cnccn3)c3ccc(F)cc3F)CC2)cc1,.,= ,0.21,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)c1ccc(S(=O)(=O)N2CCC(NC(c3cnccn3)c3ccc(F)cc3F)CC2)cc1,CC(C)c1ccc(S(=O)(=O)N2CCC(NC(c3cnccn3)c3ccc(F)cc3F)CC2)cc1,.,= ,0.55,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(C1CC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,O=C(C1CC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,3.86,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(C1CC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,O=C(C1CC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,1.38,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CCS(=O)(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,CCS(=O)(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.62,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(C1CCCCC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,O=C(C1CCCCC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.57,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(C1CCCCC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,O=C(C1CCCCC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.99,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=S(=O)(c1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,O=S(=O)(c1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,72.23,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
O=S(=O)(c1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,O=S(=O)(c1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.4,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=S(=O)(c1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,O=S(=O)(c1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.88,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(c1ccc(C(F)(F)F)cc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,O=C(c1ccc(C(F)(F)F)cc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.29,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(c1ccc(C(F)(F)F)cc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,O=C(c1ccc(C(F)(F)F)cc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.83,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)C(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,CC(C)C(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.85,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(c1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,O=C(c1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.68,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)CC(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,CC(C)CC(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,.,= ,0.55,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(Oc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(Oc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,55.72,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
O=C(Oc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(Oc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.032,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(Oc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(Oc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.008,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)c1ccc(NC(=O)N2CCN(C(c3ccc(Cl)cc3)c3cncnc3)CC2)cc1,CC(C)c1ccc(NC(=O)N2CCN(C(c3ccc(Cl)cc3)c3cncnc3)CC2)cc1,.,= ,35.98,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CC(C)c1ccc(NC(=O)N2CCN(C(c3ccc(Cl)cc3)c3cncnc3)CC2)cc1,CC(C)c1ccc(NC(=O)N2CCN(C(c3ccc(Cl)cc3)c3cncnc3)CC2)cc1,.,= ,0.011,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)c1ccc(NC(=O)N2CCN(C(c3ccc(Cl)cc3)c3cncnc3)CC2)cc1,CC(C)c1ccc(NC(=O)N2CCN(C(c3ccc(Cl)cc3)c3cncnc3)CC2)cc1,.,= ,0.036,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(Nc1ccc(Cl)cc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,O=C(Nc1ccc(Cl)cc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,58.8,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
O=C(Nc1ccc(Cl)cc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,O=C(Nc1ccc(Cl)cc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.022,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(Nc1ccc(Cl)cc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,O=C(Nc1ccc(Cl)cc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.065,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)(C)NC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CC(C)(C)NC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.23,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)(C)NC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CC(C)(C)NC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.6,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(NCC1CCCCC1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,O=C(NCC1CCCCC1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,.,= ,0.1,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(NCC1CCCCC1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,O=C(NCC1CCCCC1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1,.,= ,0.28,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CCOC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CCOC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.19,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CCOC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CCOC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.36,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CCNC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CCNC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,2.72,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CCNC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CCNC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.83,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(Nc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,O=C(Nc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.12,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(Nc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,O=C(Nc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.31,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(Nc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,O=C(Nc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,83.74,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
O=C(Nc1ccccc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(Nc1ccccc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,63.73,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
O=C(Nc1ccccc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(Nc1ccccc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.25,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(Nc1ccccc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(Nc1ccccc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.078,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CN(C)C(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,CN(C)C(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.12,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CN(C)C(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,CN(C)C(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.3,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(OCc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(OCc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.099,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(OCc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(OCc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.034,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(OCc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(OCc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,51.58,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CCOC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,CCOC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,83.15,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CCOC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,CCOC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.12,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CCOC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,CCOC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.058,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)(C)CC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CC(C)(C)CC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.24,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)(C)CC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CC(C)(C)CC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,.,= ,0.62,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)(C)NC(=O)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)NC(=O)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.06,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)(C)NC(=O)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)NC(=O)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.23,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(Nc1ccc(Cl)cc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(Nc1ccc(Cl)cc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.025,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
O=C(Nc1ccc(Cl)cc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(Nc1ccc(Cl)cc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.086,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(Nc1ccc(Cl)cc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(Nc1ccc(Cl)cc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,43.44,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
